type,difficulty,category,question,correct_answer,option1,option2,option3,option4
multiple,hard,Entertainment: Television,Which country does the YouTuber 'SinowBeats' originate from?,Scotland,Germany,England,Sweden,Scotland
multiple,medium,Entertainment: Video Games,Which CS:GO eSports team won the major event ESL One Cologne 2016?,SK Gaming,Team Liquid,Fnatic,SK Gaming,Virtus.pro
multiple,medium,Entertainment: Japanese Anime & Manga,"In JoJo's Bizarre Adventure, winch character is able to accelerate time?",Enrico Pucci,Jolyne Cujoh,Enrico Pucci,Kujo Jotaro,Jotaro Kujo
multiple,medium,Entertainment: Video Games,What are tiny Thwomps called in Super Mario World?,Thwimps,Thwimps,Mini Thwomp,Tiny Tims,Little Thwomp
boolean,medium,Geography,Vietnam is the only country in the world that starts with V. ,False,True,,,False
multiple,medium,Animals,What type of animal is a natterjack?,Toad,Toad,Insect,Fish,Bird
boolean,medium,Entertainment: Board Games,In the game 'Racko' you may pick up ANY card from the discard pile.,False,,,True,False
multiple,medium,Entertainment: Film,What is the make and model of the tour vehicles in 'Jurassic Park' (1993)?,1992 Ford Explorer XLT,1992 Ford Explorer XLT,1992 Jeep Wrangler YJ Sahar,Mercedes M-Class,1992 Toyota Land Cruiser
multiple,easy,Entertainment: Music,Ringo Starr of The Beatles mainly played what instrument?,Drums,Guitar,Piano,Drums,Bass
multiple,medium,Entertainment: Video Games,"In the 'Halo' franchise, in what country is New Mombasa?",Kenya,Slovakia,India,Turkey,Kenya
multiple,hard,General Knowledge,"Named after the mallow flower, mauve is a shade of what?",Purple,Red,Brown,Purple,Pink
boolean,medium,Entertainment: Film,"Joan Cusack starred in the 2009 disaster movie, '2012'.",False,True,False,,
multiple,hard,Entertainment: Music,Who is a pioneer of 'Minimal Music' in 1960s?,Steve Reich,Steve Reich,Sigur R&oacute;s,Brian Eno,Wolfgang Amadeus Mozart
multiple,medium,Entertainment: Film,Which actor and martial artist starred as Colonel Guile in the 1994 action film adaptation of Street Fighter?,Jean-Claude Van Damme,Steven Seagal,Chuck Norris,Scott Adkins,Jean-Claude Van Damme
multiple,easy,Entertainment: Television,"On the show 'Rick and Morty', in episode 'Total Rickall', who was a parasite?",Pencilvester,Pencilvester,Mr. Poopy Butthole,Summer Smith,Beth Smith
multiple,easy,Geography,What is the 15th letter of the Greek alphabet?,Omicron (&Omicron;),Pi (&Pi;),Sigma (&Sigma;),Omicron (&Omicron;),Nu (&Nu;)
boolean,hard,Entertainment: Video Games,"TF2: Sentry rocket damage falloff is calculated based on the distance between the sentry and the enemy, not the engineer and the enemy",False,,True,,False
multiple,medium,General Knowledge,Scotch whisky and Drambuie make up which cocktail?,Rusty Nail,Manhattan,Sex on the Beach,Rusty Nail,Screwdriver
multiple,medium,Entertainment: Video Games,"In the game series 'The Legend of Zelda', what was the first 3D game?",Ocarina of Time,Ocarina of Time,The Wind Waker,Majora's Mask,A Link to the Past
multiple,hard,Entertainment: Music,The heavy metal band Black Sabbath hail from which English city?,Birmingham,Newcastle-Upon-Tyne,Manchester,London,Birmingham
boolean,medium,Politics,Helen Clark was the 37th Prime Minister of Australia.,False,,,True,False
multiple,medium,Geography,"The towns of Brugelette, Arlon and Ath are located in which country?",Belgium,Luxembourg,Andorra,Belgium,France
multiple,medium,Entertainment: Video Games,"In World of Warcraft lore, who was first to have the title 'The Ashbringer'?",Alexandros Mograine,Uther the Lightbringer,Arthas Menethil,Alexandros Mograine,Tirion Fordring
multiple,medium,General Knowledge,What is a Burgee?,A flag,A type of food,A rope,A window,A flag
multiple,easy,Entertainment: Video Games,Which of the following is not a character in the video game Doki Doki Literature Club?,Nico,Monika,Natsuki,Sayori,Nico
multiple,medium,Science & Nature,Gannymede is the largest moon of which planet?,Jupiter,Neptune,Mars,Uranus,Jupiter
multiple,easy,Entertainment: Television,"In 'Rick And Morty', who shot 'Mr. Poopybutthole' in the episode 'Total Rickall'?",Beth,Morty,Beth,Jerry,Rick
multiple,easy,Entertainment: Video Games,"Which popular First Person Shooter (FPS) franchise, got a Real Time Strategy (RTS) game developed based on its universe?",Halo,Halo,Borderlands,Call of Duty,Battlefield
multiple,easy,Entertainment: Video Games,Who is the protagonist in the game 'The Walking Dead: Season One'?,Lee Everett,Kenny,Lee Everett,Clementine,Rick Grimes
multiple,medium,Entertainment: Comics,What is Hellboy's true name?,Anung Un Rama,Ogdru Jahad,Anung Un Rama,Azzael,Right Hand of Doom
multiple,medium,Science: Mathematics,How many zeros are there in a googol?,100,"1,000","1,000,000",10,100
boolean,easy,Science: Computers,The Python programming language gets its name from the British comedy group 'Monty Python.',True,,False,True,
boolean,hard,Geography,"Switzerland has four national languages, English being one of them.",False,,True,,False
multiple,easy,History,The 'Trail of Tears' was a result of which United States President's Indian Removal Policy?,Andrew Jackson,Harry S. Truman,John Quincy Adams,Andrew Jackson,Martin Van Buren
multiple,medium,Science & Nature,Which desert is the only desert in the world where the 'Saguaro' cactus grows indigenously?,The Sonoran Desert,The Arabian Desert,The Gobi Desert,The Yuma Desert,The Sonoran Desert
multiple,medium,Entertainment: Video Games,"In the video game DOTA 2, which of these is NOT a hero?",Dragon Champion,Keeper of the Light,Dragon Champion,Mirana,Dark Seer
multiple,easy,Entertainment: Books,What was the first ever entry written for the SCP Foundation collaborative writing project?,SCP-173,SCP-999,SCP-001,SCP-1459,SCP-173
multiple,hard,History,Which English king was married to Eleanor of Aquitaine?,Henry II,Henry I,Henry II,Richard I,Henry V
multiple,hard,General Knowledge,"De Eemhof, Port Zelande and Het Heijderbos are holiday villas owned by what company?",Center Parcs,Keycamp,Center Parcs,Yelloh Village,Villa Plus
multiple,easy,Entertainment: Television,Which of these Bojack Horseman characters is a human?,Todd Chavez,Tom Jumbo-Grumbo,Princess Carolyn,Lennie Turtletaub,Todd Chavez
multiple,hard,Entertainment: Video Games,What vault in the video game 'Fallout 3' is the home of multiple clones named Gary?,Vault 108,Vault 21,Vault 101,Vault 108,Vault 87
multiple,hard,Entertainment: Video Games,"In the Zombies mode of 'Call of Duty: Black Ops', what is the 'Pack-A-Punched' version of the 'Galil' called?",Lamentation,Lamentation,Galvanized Atomic Lead Insertion Liquidator,Predictive Death Wish,Gabig
multiple,easy,General Knowledge,What is the closest planet to our solar system's sun?,Mercury,Mercury,Mars,Earth,Jupiter
multiple,medium,General Knowledge,"In a standard set of playing cards, which is the only king without a moustache?",Hearts,Hearts,Diamonds,Spades,Clubs
multiple,hard,Geography,What is the capital city of Bermuda?,Hamilton,Hamilton,Havana,San Juan,Santo Dominigo
multiple,medium,Entertainment: Video Games,What mainly favored rifle is used by the Terrorists in Counter Strike: Global Offensive?,AK-47,M4A4,AK-74,AK-47,CZ-75 AUTO
multiple,medium,History," What Russian automatic gas-operated assault rifle was developed in the Soviet Union in 1947, and is still popularly used today?",AK-47,AK-47,M16,MG 42,RPK
multiple,medium,Entertainment: Video Games,"In the 2000 video game 'Crimson Skies,' what was the name of the protagonists' zeppelin?",Pandora,Helios,Icarus,Orion,Pandora
multiple,easy,Science & Nature,What is the first element on the periodic table?,Hydrogen,Helium,Hydrogen,Oxygen,Lithium
multiple,medium,Entertainment: Film,"In the 1994 movie 'Speed', what is the minimum speed the bus must go to prevent to bomb from exploding?",50 mph,70 mph,40 mph,60 mph,50 mph
multiple,easy,Science: Gadgets,When was the iPhone released?,2007,2007,2006,2004,2005
multiple,hard,Entertainment: Board Games,The board game 'Ra' was designed by which designer? ,Reiner Knizia,Allison Kline,Uwe Rosenburg,Bruno Cathala,Reiner Knizia
multiple,hard,Entertainment: Music,What is the British term for a 64th note?,Hemidemisemiquaver,Semihemidemisemiquaver,Hemidemisemiquaver,Semiquaver,Demisemiquaver
boolean,medium,Entertainment: Japanese Anime & Manga,"In 'To Love-Ru: Darkness', Yami reveals her real name is Eve.",True,False,,,True
multiple,hard,Entertainment: Film,Which boxer was famous for striking the gong in the introduction to J. Arthur Rank films?,Bombardier Billy Wells,Freddie Mills,Terry Spinks,Don Cockell,Bombardier Billy Wells
multiple,hard,Entertainment: Books,"In Margaret Atwood's 'The Handmaid's Tale', what is Offred's real name is implied to be?",June,August,May,April,June
multiple,medium,Science: Computers,"In programming, the ternary operator is mostly defined with what symbol(s)?",?:,?,?:,if then,??
multiple,easy,History,Who discovered Penicillin?,Alexander Flemming,Marie Curie,Louis Pasteur,Alexander Flemming,Alfred Nobel
multiple,easy,General Knowledge,What is the official language of Brazil?,Portugese,Portugese,English,Spanish,Brazilian
multiple,easy,Entertainment: Video Games,Who is the creator of Touhou project?,Zun,Twilight Frontier,Tasofro,Zun,Jun
multiple,medium,Entertainment: Video Games,"In the game Pok&eacute;mon Conquest, which warlord is able to bond with Zekrom and a shiny Rayquazza?",Nobunaga,The Player,Nobunaga,Oichi,Hideyoshi
multiple,medium,History,In what prison was Adolf Hitler held in 1924?,Landsberg Prison,Ebrach Abbey,Landsberg Prison,Hohenasperg,Spandau Prison
boolean,medium,Geography,Japan has left-hand side traffic.,True,True,,False,
multiple,medium,History,On what day did Germany invade Poland?,"September 1, 1939","September 1, 1939","July 7, 1937","December 7, 1941","June 22, 1941"
multiple,medium,Science: Mathematics,What is the first Mersenne prime exponent over 1000?,1279,2203,1009,1279,1069
multiple,easy,Entertainment: Music,Which of these songs by Skrillex features Fatman Scoop as a side artist?,Recess,Recess,Rock N Roll (Will Take You to the Mountain),Scary Monsters and Nice Sprites,All is Fair in Love and Brostep
multiple,hard,Entertainment: Japanese Anime & Manga,Which animation studio produced the anime adaptation of 'xxxHolic'?,Production I.G,Sunrise,Production I.G,Xebec,Kyoto Animation
multiple,medium,Entertainment: Comics,Which 'Green Arrow' sidekick commonly wears a baseball cap?,Roy Harper,Roy Harper,Black Canary,Emiko Queen,Dick Grayson
boolean,easy,Entertainment: Film,"Han Solo's co-pilot and best friend, 'Chewbacca', is an Ewok.",False,,True,,False
multiple,easy,Entertainment: Video Games,"If a '360 no-scope' is one full rotation before shooting, how many rotations would a '1080 no-scope' be?",3,3,5,4,2
multiple,easy,Entertainment: Video Games,In what city in the dystopia alternate future of Half-Life 2 do you first start in?,City 17,City 18,City 6,City 17,City 45
multiple,medium,Science: Computers,Which one of these is not an official development name for a Ubuntu release?,Mystic Mansion,Wily Werewolf,Utopic Unicorn,Trusty Tahr,Mystic Mansion
multiple,hard,Geography,What is the area of Vatican City?,0.44km^2,0.86km^2,12.00km^2,0.10km^2,0.44km^2
boolean,easy,Geography,Vatican City is a country.,True,True,False,,
multiple,medium,General Knowledge,"Which slogan did the fast food company, McDonald's, use before their 'I'm Lovin' It' slogan?",We Love to See You Smile,Why Pay More!?,We Love to See You Smile,Making People Happy Through Food,Have It Your Way
multiple,medium,Entertainment: Film,"In the 2010 Nightmare on Elm Street reboot, who played Freddy Kruger?",Jackie Earle Haley,Jackie Earle Haley,Gunnar Hansen,Tyler Mane,Derek Mears
multiple,easy,Entertainment: Video Games,"Before it's redesign of the company logo in the year 2000, which 3D shape is NOT represented in the Electronic Arts logo?",Cylinder,Pyramid,Cylinder,Sphere,Cube
multiple,medium,Entertainment: Video Games,In which year did the first Monster Hunter game get released?,2004,2004,2002,2006,2005
multiple,medium,Entertainment: Television,What is the name of the 'Flash' and 'Arrow' spinoff featuring a team of characters that have appeared on both shows?,Legends of Tomorrow,The Justice Society of America,The Justice Society,Heroes of Tomorrow,Legends of Tomorrow
multiple,medium,Vehicles,Which of the following vehicles featured a full glass roof at base model?,Renault Avantime,Honda Odyssey,Mercedes-Benz A-Class,Renault Avantime,Chevy Volt
multiple,hard,Science: Computers,"According to DeMorgan's Theorem, the Boolean expression (AB)' is equivalent to:",A' + B',A'B',A' + B',A'B + B'A,AB' + AB
multiple,hard,History,How many women joined the United States Armed Services during World War II?,"350,000","100,000","350,000","225,000","500,000"
multiple,easy,Entertainment: Video Games,Which Pokemon generation did the fan-named 'Masuda Method' first appear in? ,Diamond/Pearl,X/Y,Diamond/Pearl,Black/White,Ruby/Sapphire
multiple,easy,Entertainment: Video Games,Which of these Starbound races has a Wild West culture?,Novakid,Hylotl,Avian,Human,Novakid
boolean,easy,Geography,Ottawa is the capital of Canada.,True,True,,False,
multiple,medium,Entertainment: Japanese Anime & Manga,"In 'Highschool DxD', Koneko Toujou is from what race?",Nekomata,Kappa,Kitsune,Human,Nekomata
multiple,hard,History,What year was Canada founded in?,1867,1859,1668,1798,1867
multiple,hard,Entertainment: Video Games,What was the nickname of the original model for Half-Life's protagonist Gordon Freeman?,Ivan the Space Biker,Ivan the Space Biker,Gordon the Space Biker,Ivan the Alien Biker,Gordon the Alien Biker
boolean,medium,Science & Nature,Anatomy considers the forms of macroscopic structures such as organs and organ systems.,True,,,True,False
multiple,easy,Entertainment: Television,Which of the following awards do Matt Stone and Trey Parker NOT have?,Oscar,Emmy,Tony,Grammy,Oscar
multiple,hard,Entertainment: Film,What is the name of the assassin in the first 'Hellboy' movie?,Karl Ruprecht Kroenen,Klaus Werner von Krupt,Karl Ruprecht Kroenen,Ilsa Haupstein,Grigori Efimovich Rasputin
multiple,medium,Entertainment: Television,The 1985 Toyota Corolla 'AE86' was the hero car for what anime? ,Initial D,Initial D,Wangan Midnight,Ghost MF,Ex Driver
multiple,hard,Geography,Which of these is NOT a province in China?,Yangtze,Sichuan,Yangtze,Guangdong,Fujian
boolean,medium,Geography,There exists an island named 'Java'.,True,,False,,True
multiple,hard,Entertainment: Video Games,"In Left 4 Dead, what is the character Bill's last name?",Overbeck,Roberts,Overbeck,Stevenson,Fish
boolean,hard,Politics,Joko Widodo has appeared in the cover of a TIME magazine.,True,,,False,True
multiple,easy,Geography,Which small country is located between the borders of France and Spain?,Andorra,Vatican City,Lichtenstein,Andorra,San Marino
